"","Home","Away","Bet","Outcome","Line","Matchup"
"1","UTA Jazz","DEN Nuggets","Race to 25 Points - 3rd Quarter","DEN Nuggets","-125","UTA Jazz - DEN Nuggets"
"2","UTA Jazz","DEN Nuggets","Race to 25 Points - 3rd Quarter","Neither","+550","UTA Jazz - DEN Nuggets"
"3","UTA Jazz","DEN Nuggets","Race to 25 Points - 3rd Quarter","UTA Jazz","+175","UTA Jazz - DEN Nuggets"
"4","UTA Jazz","DEN Nuggets","Race to 30 Points - 4th Quarter","DEN Nuggets","+235","UTA Jazz - DEN Nuggets"
"5","UTA Jazz","DEN Nuggets","Race to 30 Points - 4th Quarter","Neither","-110","UTA Jazz - DEN Nuggets"
"6","UTA Jazz","DEN Nuggets","Race to 30 Points - 4th Quarter","UTA Jazz","+280","UTA Jazz - DEN Nuggets"
"7","UTA Jazz","DEN Nuggets","Race to 5 Points - 2nd Quarter","DEN Nuggets","-115","UTA Jazz - DEN Nuggets"
"8","UTA Jazz","DEN Nuggets","Race to 5 Points - 2nd Quarter","UTA Jazz","-110","UTA Jazz - DEN Nuggets"
"9","UTA Jazz","DEN Nuggets","Race to 10 Points - 1st Quarter","DEN Nuggets","-150","UTA Jazz - DEN Nuggets"
"10","UTA Jazz","DEN Nuggets","Race to 10 Points - 1st Quarter","UTA Jazz","+120","UTA Jazz - DEN Nuggets"
"11","UTA Jazz","DEN Nuggets","Race to 20 Points - 4th Quarter","DEN Nuggets","-135","UTA Jazz - DEN Nuggets"
"12","UTA Jazz","DEN Nuggets","Race to 20 Points - 4th Quarter","Neither","+3000","UTA Jazz - DEN Nuggets"
"13","UTA Jazz","DEN Nuggets","Race to 20 Points - 4th Quarter","UTA Jazz","+110","UTA Jazz - DEN Nuggets"
"14","UTA Jazz","DEN Nuggets","Race to 25 Points - 4th Quarter","DEN Nuggets","+105","UTA Jazz - DEN Nuggets"
"15","UTA Jazz","DEN Nuggets","Race to 25 Points - 4th Quarter","Neither","+450","UTA Jazz - DEN Nuggets"
"16","UTA Jazz","DEN Nuggets","Race to 25 Points - 4th Quarter","UTA Jazz","+145","UTA Jazz - DEN Nuggets"
"17","UTA Jazz","DEN Nuggets","Race to 25 Points - 2nd Quarter","DEN Nuggets","-120","UTA Jazz - DEN Nuggets"
"18","UTA Jazz","DEN Nuggets","Race to 25 Points - 2nd Quarter","Neither","+650","UTA Jazz - DEN Nuggets"
"19","UTA Jazz","DEN Nuggets","Race to 25 Points - 2nd Quarter","UTA Jazz","+155","UTA Jazz - DEN Nuggets"
"20","UTA Jazz","DEN Nuggets","Race to 10 Points - 4th Quarter","DEN Nuggets","-130","UTA Jazz - DEN Nuggets"
"21","UTA Jazz","DEN Nuggets","Race to 10 Points - 4th Quarter","UTA Jazz","+105","UTA Jazz - DEN Nuggets"
"22","UTA Jazz","DEN Nuggets","Race to 5 Points - 4th Quarter","DEN Nuggets","-125","UTA Jazz - DEN Nuggets"
"23","UTA Jazz","DEN Nuggets","Race to 5 Points - 4th Quarter","UTA Jazz","+100","UTA Jazz - DEN Nuggets"
"24","UTA Jazz","DEN Nuggets","Race to 5 Points - 3rd Quarter","DEN Nuggets","-140","UTA Jazz - DEN Nuggets"
"25","UTA Jazz","DEN Nuggets","Race to 5 Points - 3rd Quarter","UTA Jazz","+110","UTA Jazz - DEN Nuggets"
"26","UTA Jazz","DEN Nuggets","Race to 15 Points - 3rd Quarter","DEN Nuggets","-165","UTA Jazz - DEN Nuggets"
