"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","WAS Wizards","CHI Bulls","1st Half Spread / 1st Half Total Points","WAS Wizards -0.5 / Over 111.5","+240",NA,"WAS Wizards - CHI Bulls"
"2","WAS Wizards","CHI Bulls","1st Half Spread / 1st Half Total Points","CHI Bulls +0.5 / Over 111.5","+250",NA,"WAS Wizards - CHI Bulls"
"3","WAS Wizards","CHI Bulls","1st Half Spread / 1st Half Total Points","CHI Bulls +0.5 / Under 111.5","+260",NA,"WAS Wizards - CHI Bulls"
"4","WAS Wizards","CHI Bulls","1st Half Spread / 1st Half Total Points","WAS Wizards -0.5 / Under 111.5","+275",NA,"WAS Wizards - CHI Bulls"
"5","WAS Wizards","CHI Bulls","Zach LaVine Points","Over","-105","28.5","WAS Wizards - CHI Bulls"
"6","WAS Wizards","CHI Bulls","Zach LaVine Points","Under","-125","28.5","WAS Wizards - CHI Bulls"
"7","WAS Wizards","CHI Bulls","Winning Margin (62 way)","To Win By 1","+2500",NA,"WAS Wizards - CHI Bulls"
"8","WAS Wizards","CHI Bulls","Winning Margin (62 way)","To Win By 2","+2200",NA,"WAS Wizards - CHI Bulls"
"9","WAS Wizards","CHI Bulls","Winning Margin (62 way)","To Win By 3","+1300",NA,"WAS Wizards - CHI Bulls"
"10","WAS Wizards","CHI Bulls","Winning Margin (62 way)","To Win By 4","+1400",NA,"WAS Wizards - CHI Bulls"
"11","WAS Wizards","CHI Bulls","Winning Margin (62 way)","To Win By 5","+1700",NA,"WAS Wizards - CHI Bulls"
"12","WAS Wizards","CHI Bulls","Winning Margin (62 way)","To Win By 6","+1800",NA,"WAS Wizards - CHI Bulls"
"13","WAS Wizards","CHI Bulls","Winning Margin (62 way)","To Win By 7","+1800",NA,"WAS Wizards - CHI Bulls"
"14","WAS Wizards","CHI Bulls","Winning Margin (62 way)","To Win By 8","+1900",NA,"WAS Wizards - CHI Bulls"
"15","WAS Wizards","CHI Bulls","Winning Margin (62 way)","To Win By 9","+2200",NA,"WAS Wizards - CHI Bulls"
"16","WAS Wizards","CHI Bulls","Winning Margin (62 way)","To Win By 10","+2200",NA,"WAS Wizards - CHI Bulls"
"17","WAS Wizards","CHI Bulls","Winning Margin (62 way)","To Win By 11","+2500",NA,"WAS Wizards - CHI Bulls"
"18","WAS Wizards","CHI Bulls","Winning Margin (62 way)","To Win By 12","+2500",NA,"WAS Wizards - CHI Bulls"
