"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-18.5","+340","ORL Magic - TOR Raptors"
"2","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+18.5","-525","ORL Magic - TOR Raptors"
"3","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-18","+330","ORL Magic - TOR Raptors"
"4","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+18","-525","ORL Magic - TOR Raptors"
"5","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-17.5","+300","ORL Magic - TOR Raptors"
"6","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+17.5","-450","ORL Magic - TOR Raptors"
"7","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-17","+290","ORL Magic - TOR Raptors"
"8","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+17","-450","ORL Magic - TOR Raptors"
"9","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-16.5","+265","ORL Magic - TOR Raptors"
"10","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+16.5","-390","ORL Magic - TOR Raptors"
"11","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-16","+260","ORL Magic - TOR Raptors"
"12","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+16","-380","ORL Magic - TOR Raptors"
"13","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-15.5","+235","ORL Magic - TOR Raptors"
"14","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+15.5","-340","ORL Magic - TOR Raptors"
"15","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-15","+225","ORL Magic - TOR Raptors"
"16","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+15","-320","ORL Magic - TOR Raptors"
"17","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-14.5","+205","ORL Magic - TOR Raptors"
"18","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+14.5","-290","ORL Magic - TOR Raptors"
"19","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-14","+200","ORL Magic - TOR Raptors"
"20","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+14","-275","ORL Magic - TOR Raptors"
"21","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-13.5","+180","ORL Magic - TOR Raptors"
"22","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+13.5","-250","ORL Magic - TOR Raptors"
"23","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-13","+175","ORL Magic - TOR Raptors"
"24","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+13","-235","ORL Magic - TOR Raptors"
"25","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-12.5","+160","ORL Magic - TOR Raptors"
"26","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+12.5","-215","ORL Magic - TOR Raptors"
"27","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-12","+150","ORL Magic - TOR Raptors"
"28","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+12","-205","ORL Magic - TOR Raptors"
"29","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-11.5","+140","ORL Magic - TOR Raptors"
"30","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+11.5","-185","ORL Magic - TOR Raptors"
"31","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-11","+130","ORL Magic - TOR Raptors"
"32","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+11","-175","ORL Magic - TOR Raptors"
"33","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-10.5","+120","ORL Magic - TOR Raptors"
"34","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+10.5","-160","ORL Magic - TOR Raptors"
"35","ORL Magic","TOR Raptors","Spread Alternate","TOR Raptors","-10","+115","ORL Magic - TOR Raptors"
"36","ORL Magic","TOR Raptors","Spread Alternate","ORL Magic","+10","-155","ORL Magic - TOR Raptors"
