"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","ORL Magic","SA Spurs","Moneyline","SA Spurs","+280",NA,"ORL Magic - SA Spurs"
"2","ORL Magic","SA Spurs","Moneyline","ORL Magic","-340",NA,"ORL Magic - SA Spurs"
"3","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","+210","+3","ORL Magic - SA Spurs"
"4","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","-295","-3","ORL Magic - SA Spurs"
"5","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","+185","+3.5","ORL Magic - SA Spurs"
"6","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","-255","-3.5","ORL Magic - SA Spurs"
"7","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","+170","+4","ORL Magic - SA Spurs"
"8","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","-235","-4","ORL Magic - SA Spurs"
"9","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","+155","+4.5","ORL Magic - SA Spurs"
"10","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","-205","-4.5","ORL Magic - SA Spurs"
"11","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","+145","+5","ORL Magic - SA Spurs"
"12","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","-190","-5","ORL Magic - SA Spurs"
"13","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","+130","+5.5","ORL Magic - SA Spurs"
"14","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","-170","-5.5","ORL Magic - SA Spurs"
"15","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","+120","+6","ORL Magic - SA Spurs"
"16","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","-160","-6","ORL Magic - SA Spurs"
"17","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","+110","+6.5","ORL Magic - SA Spurs"
"18","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","-145","-6.5","ORL Magic - SA Spurs"
"19","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","+100","+7","ORL Magic - SA Spurs"
"20","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","-135","-7","ORL Magic - SA Spurs"
"21","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","-105","+7.5","ORL Magic - SA Spurs"
"22","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","-125","-7.5","ORL Magic - SA Spurs"
"23","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","-125","+8.5","ORL Magic - SA Spurs"
"24","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","-105","-8.5","ORL Magic - SA Spurs"
"25","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","-135","+9","ORL Magic - SA Spurs"
"26","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","+100","-9","ORL Magic - SA Spurs"
"27","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","-145","+9.5","ORL Magic - SA Spurs"
"28","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","+110","-9.5","ORL Magic - SA Spurs"
"29","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","-155","+10","ORL Magic - SA Spurs"
"30","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","+115","-10","ORL Magic - SA Spurs"
"31","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","-165","+10.5","ORL Magic - SA Spurs"
"32","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","+125","-10.5","ORL Magic - SA Spurs"
"33","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","-180","+11","ORL Magic - SA Spurs"
"34","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","+135","-11","ORL Magic - SA Spurs"
"35","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","-195","+11.5","ORL Magic - SA Spurs"
"36","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","+145","-11.5","ORL Magic - SA Spurs"
"37","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","-215","+12","ORL Magic - SA Spurs"
"38","ORL Magic","SA Spurs","Spread Alternate","ORL Magic","+155","-12","ORL Magic - SA Spurs"
"39","ORL Magic","SA Spurs","Spread Alternate","SA Spurs","-225","+12.5","ORL Magic - SA Spurs"
