"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","SA Spurs","UTA Jazz","Total Alternate","Over","224.5","-340","SA Spurs - UTA Jazz"
"2","SA Spurs","UTA Jazz","Total Alternate","Under","224.5","+235","SA Spurs - UTA Jazz"
"3","SA Spurs","UTA Jazz","Total Alternate","Over","225","-330","SA Spurs - UTA Jazz"
"4","SA Spurs","UTA Jazz","Total Alternate","Under","225","+230","SA Spurs - UTA Jazz"
"5","SA Spurs","UTA Jazz","Total Alternate","Over","225.5","-300","SA Spurs - UTA Jazz"
"6","SA Spurs","UTA Jazz","Total Alternate","Under","225.5","+215","SA Spurs - UTA Jazz"
"7","SA Spurs","UTA Jazz","Total Alternate","Over","226","-290","SA Spurs - UTA Jazz"
"8","SA Spurs","UTA Jazz","Total Alternate","Under","226","+210","SA Spurs - UTA Jazz"
"9","SA Spurs","UTA Jazz","Total Alternate","Over","226.5","-270","SA Spurs - UTA Jazz"
"10","SA Spurs","UTA Jazz","Total Alternate","Under","226.5","+195","SA Spurs - UTA Jazz"
"11","SA Spurs","UTA Jazz","Total Alternate","Over","227","-260","SA Spurs - UTA Jazz"
"12","SA Spurs","UTA Jazz","Total Alternate","Under","227","+190","SA Spurs - UTA Jazz"
"13","SA Spurs","UTA Jazz","Total Alternate","Over","227.5","-240","SA Spurs - UTA Jazz"
"14","SA Spurs","UTA Jazz","Total Alternate","Under","227.5","+175","SA Spurs - UTA Jazz"
"15","SA Spurs","UTA Jazz","Total Alternate","Over","228","-235","SA Spurs - UTA Jazz"
"16","SA Spurs","UTA Jazz","Total Alternate","Under","228","+170","SA Spurs - UTA Jazz"
"17","SA Spurs","UTA Jazz","Total Alternate","Over","228.5","-220","SA Spurs - UTA Jazz"
"18","SA Spurs","UTA Jazz","Total Alternate","Under","228.5","+160","SA Spurs - UTA Jazz"
"19","SA Spurs","UTA Jazz","Total Alternate","Over","229","-210","SA Spurs - UTA Jazz"
"20","SA Spurs","UTA Jazz","Total Alternate","Under","229","+155","SA Spurs - UTA Jazz"
"21","SA Spurs","UTA Jazz","Total Alternate","Over","229.5","-195","SA Spurs - UTA Jazz"
"22","SA Spurs","UTA Jazz","Total Alternate","Under","229.5","+145","SA Spurs - UTA Jazz"
"23","SA Spurs","UTA Jazz","Total Alternate","Over","230","-190","SA Spurs - UTA Jazz"
"24","SA Spurs","UTA Jazz","Total Alternate","Under","230","+140","SA Spurs - UTA Jazz"
"25","SA Spurs","UTA Jazz","Total Alternate","Over","230.5","-180","SA Spurs - UTA Jazz"
"26","SA Spurs","UTA Jazz","Total Alternate","Under","230.5","+135","SA Spurs - UTA Jazz"
"27","SA Spurs","UTA Jazz","Total Alternate","Over","231","-175","SA Spurs - UTA Jazz"
"28","SA Spurs","UTA Jazz","Total Alternate","Under","231","+130","SA Spurs - UTA Jazz"
"29","SA Spurs","UTA Jazz","Total Alternate","Over","231.5","-165","SA Spurs - UTA Jazz"
"30","SA Spurs","UTA Jazz","Total Alternate","Under","231.5","+120","SA Spurs - UTA Jazz"
"31","SA Spurs","UTA Jazz","Total Alternate","Over","232","-155","SA Spurs - UTA Jazz"
"32","SA Spurs","UTA Jazz","Total Alternate","Under","232","+115","SA Spurs - UTA Jazz"
"33","SA Spurs","UTA Jazz","Total Alternate","Over","232.5","-145","SA Spurs - UTA Jazz"
"34","SA Spurs","UTA Jazz","Total Alternate","Under","232.5","+110","SA Spurs - UTA Jazz"
"35","SA Spurs","UTA Jazz","Total Alternate","Over","233","-140","SA Spurs - UTA Jazz"
"36","SA Spurs","UTA Jazz","Total Alternate","Under","233","+105","SA Spurs - UTA Jazz"
"37","SA Spurs","UTA Jazz","Total Alternate","Over","233.5","-135","SA Spurs - UTA Jazz"
"38","SA Spurs","UTA Jazz","Total Alternate","Under","233.5","+100","SA Spurs - UTA Jazz"
"39","SA Spurs","UTA Jazz","Total Alternate","Over","234","-125","SA Spurs - UTA Jazz"
"40","SA Spurs","UTA Jazz","Total Alternate","Under","234","-105","SA Spurs - UTA Jazz"
"41","SA Spurs","UTA Jazz","Total Alternate","Over","234.5","-120","SA Spurs - UTA Jazz"
"42","SA Spurs","UTA Jazz","Total Alternate","Under","234.5","-110","SA Spurs - UTA Jazz"
"43","SA Spurs","UTA Jazz","Total Alternate","Over","235.5","-110","SA Spurs - UTA Jazz"
"44","SA Spurs","UTA Jazz","Total Alternate","Under","235.5","-120","SA Spurs - UTA Jazz"
"45","SA Spurs","UTA Jazz","Total Alternate","Over","236","-105","SA Spurs - UTA Jazz"
"46","SA Spurs","UTA Jazz","Total Alternate","Under","236","-125","SA Spurs - UTA Jazz"
"47","SA Spurs","UTA Jazz","Total Alternate","Over","236.5","+100","SA Spurs - UTA Jazz"
"48","SA Spurs","UTA Jazz","Total Alternate","Under","236.5","-130","SA Spurs - UTA Jazz"
"49","SA Spurs","UTA Jazz","Total Alternate","Over","237","+105","SA Spurs - UTA Jazz"
"50","SA Spurs","UTA Jazz","Total Alternate","Under","237","-140","SA Spurs - UTA Jazz"
"51","SA Spurs","UTA Jazz","Total Alternate","Over","237.5","+110","SA Spurs - UTA Jazz"
"52","SA Spurs","UTA Jazz","Total Alternate","Under","237.5","-145","SA Spurs - UTA Jazz"
"53","SA Spurs","UTA Jazz","Total Alternate","Over","238","+115","SA Spurs - UTA Jazz"
"54","SA Spurs","UTA Jazz","Total Alternate","Under","238","-155","SA Spurs - UTA Jazz"
"55","SA Spurs","UTA Jazz","Total Alternate","Over","238.5","+120","SA Spurs - UTA Jazz"
"56","SA Spurs","UTA Jazz","Total Alternate","Under","238.5","-160","SA Spurs - UTA Jazz"
"57","SA Spurs","UTA Jazz","Total Alternate","Over","239","+125","SA Spurs - UTA Jazz"
"58","SA Spurs","UTA Jazz","Total Alternate","Under","239","-170","SA Spurs - UTA Jazz"
"59","SA Spurs","UTA Jazz","Total Alternate","Over","239.5","+130","SA Spurs - UTA Jazz"
"60","SA Spurs","UTA Jazz","Total Alternate","Under","239.5","-175","SA Spurs - UTA Jazz"
"61","SA Spurs","UTA Jazz","Total Alternate","Over","240","+140","SA Spurs - UTA Jazz"
"62","SA Spurs","UTA Jazz","Total Alternate","Under","240","-185","SA Spurs - UTA Jazz"
"63","SA Spurs","UTA Jazz","Total Alternate","Over","240.5","+145","SA Spurs - UTA Jazz"
"64","SA Spurs","UTA Jazz","Total Alternate","Under","240.5","-195","SA Spurs - UTA Jazz"
"65","SA Spurs","UTA Jazz","Total Alternate","Over","241","+155","SA Spurs - UTA Jazz"
"66","SA Spurs","UTA Jazz","Total Alternate","Under","241","-205","SA Spurs - UTA Jazz"
"67","SA Spurs","UTA Jazz","Total Alternate","Over","241.5","+160","SA Spurs - UTA Jazz"
"68","SA Spurs","UTA Jazz","Total Alternate","Under","241.5","-215","SA Spurs - UTA Jazz"
"69","SA Spurs","UTA Jazz","Total Alternate","Over","242","+165","SA Spurs - UTA Jazz"
"70","SA Spurs","UTA Jazz","Total Alternate","Under","242","-230","SA Spurs - UTA Jazz"
"71","SA Spurs","UTA Jazz","Total Alternate","Over","242.5","+170","SA Spurs - UTA Jazz"
"72","SA Spurs","UTA Jazz","Total Alternate","Under","242.5","-235","SA Spurs - UTA Jazz"
"73","SA Spurs","UTA Jazz","Total Alternate","Over","243","+185","SA Spurs - UTA Jazz"
"74","SA Spurs","UTA Jazz","Total Alternate","Under","243","-255","SA Spurs - UTA Jazz"
"75","SA Spurs","UTA Jazz","Total Alternate","Over","243.5","+190","SA Spurs - UTA Jazz"
