"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","CHI Bulls","TOR Raptors","Fred VanVleet Assists + Rebounds","Over","11.5","-130","CHI Bulls - TOR Raptors"
"2","CHI Bulls","TOR Raptors","Fred VanVleet Assists + Rebounds","Under","11.5","+100","CHI Bulls - TOR Raptors"
"3","CHI Bulls","TOR Raptors","Race to 30 Points - 1st Quarter","TOR Raptors",NA,"+205","CHI Bulls - TOR Raptors"
"4","CHI Bulls","TOR Raptors","Race to 30 Points - 1st Quarter","Neither",NA,"+155","CHI Bulls - TOR Raptors"
"5","CHI Bulls","TOR Raptors","Race to 30 Points - 1st Quarter","CHI Bulls",NA,"+170","CHI Bulls - TOR Raptors"
"6","CHI Bulls","TOR Raptors","Patrick Williams Points + Assists + Rebounds","Over","17.5","-115","CHI Bulls - TOR Raptors"
"7","CHI Bulls","TOR Raptors","Patrick Williams Points + Assists + Rebounds","Under","17.5","-115","CHI Bulls - TOR Raptors"
"8","CHI Bulls","TOR Raptors","Winning Margin","To win by 1-2",NA,"+1700","CHI Bulls - TOR Raptors"
"9","CHI Bulls","TOR Raptors","Winning Margin","To win by 3-6",NA,"+475","CHI Bulls - TOR Raptors"
"10","CHI Bulls","TOR Raptors","Winning Margin","To win by 7-9",NA,"+950","CHI Bulls - TOR Raptors"
"11","CHI Bulls","TOR Raptors","Winning Margin","To win by 10-13",NA,"+1100","CHI Bulls - TOR Raptors"
"12","CHI Bulls","TOR Raptors","Winning Margin","To win by 14-16",NA,"+1700","CHI Bulls - TOR Raptors"
"13","CHI Bulls","TOR Raptors","Winning Margin","To win by 17-20",NA,"+2000","CHI Bulls - TOR Raptors"
"14","CHI Bulls","TOR Raptors","Winning Margin","To win by 21+",NA,"+1500","CHI Bulls - TOR Raptors"
"15","CHI Bulls","TOR Raptors","Winning Margin","To win by 1-2",NA,"+1200","CHI Bulls - TOR Raptors"
"16","CHI Bulls","TOR Raptors","Winning Margin","To win by 3-6",NA,"+450","CHI Bulls - TOR Raptors"
"17","CHI Bulls","TOR Raptors","Winning Margin","To win by 7-9",NA,"+850","CHI Bulls - TOR Raptors"
"18","CHI Bulls","TOR Raptors","Winning Margin","To win by 10-13",NA,"+850","CHI Bulls - TOR Raptors"
"19","CHI Bulls","TOR Raptors","Winning Margin","To win by 14-16",NA,"+1400","CHI Bulls - TOR Raptors"
"20","CHI Bulls","TOR Raptors","Winning Margin","To win by 17-20",NA,"+1600","CHI Bulls - TOR Raptors"
"21","CHI Bulls","TOR Raptors","Winning Margin","To win by 21+",NA,"+950","CHI Bulls - TOR Raptors"
"22","CHI Bulls","TOR Raptors","Race to 20 Points - 4th Quarter","TOR Raptors",NA,"-105","CHI Bulls - TOR Raptors"
"23","CHI Bulls","TOR Raptors","Race to 20 Points - 4th Quarter","Neither",NA,"+3000","CHI Bulls - TOR Raptors"
"24","CHI Bulls","TOR Raptors","Race to 20 Points - 4th Quarter","CHI Bulls",NA,"-110","CHI Bulls - TOR Raptors"
"25","CHI Bulls","TOR Raptors","Team Total Points Odd/Even","Odd",NA,"-115","CHI Bulls - TOR Raptors"
