"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","DEN Nuggets","POR Trail Blazers","Kentavious Caldwell-Pope Points + Assists","Over","14.5","-110","DEN Nuggets - POR Trail Blazers"
"2","DEN Nuggets","POR Trail Blazers","Kentavious Caldwell-Pope Points + Assists","Under","14.5","-120","DEN Nuggets - POR Trail Blazers"
"3","DEN Nuggets","POR Trail Blazers","Winning Margin - 2nd Quarter","To Win By 1-3",NA,"+500","DEN Nuggets - POR Trail Blazers"
"4","DEN Nuggets","POR Trail Blazers","Winning Margin - 2nd Quarter","To Win By 4-6",NA,"+600","DEN Nuggets - POR Trail Blazers"
"5","DEN Nuggets","POR Trail Blazers","Winning Margin - 2nd Quarter","To Win By 7-9",NA,"+900","DEN Nuggets - POR Trail Blazers"
"6","DEN Nuggets","POR Trail Blazers","Winning Margin - 2nd Quarter","To Win By 10-12",NA,"+1400","DEN Nuggets - POR Trail Blazers"
"7","DEN Nuggets","POR Trail Blazers","Winning Margin - 2nd Quarter","To Win By 13-15",NA,"+2500","DEN Nuggets - POR Trail Blazers"
"8","DEN Nuggets","POR Trail Blazers","Winning Margin - 2nd Quarter","To Win By 16+",NA,"+3000","DEN Nuggets - POR Trail Blazers"
"9","DEN Nuggets","POR Trail Blazers","Winning Margin - 2nd Quarter","Tie",NA,"+1300","DEN Nuggets - POR Trail Blazers"
"10","DEN Nuggets","POR Trail Blazers","Winning Margin - 2nd Quarter","To Win By 1-3",NA,"+425","DEN Nuggets - POR Trail Blazers"
"11","DEN Nuggets","POR Trail Blazers","Winning Margin - 2nd Quarter","To Win By 4-6",NA,"+500","DEN Nuggets - POR Trail Blazers"
"12","DEN Nuggets","POR Trail Blazers","Winning Margin - 2nd Quarter","To Win By 7-9",NA,"+650","DEN Nuggets - POR Trail Blazers"
"13","DEN Nuggets","POR Trail Blazers","Winning Margin - 2nd Quarter","To Win By 10-12",NA,"+950","DEN Nuggets - POR Trail Blazers"
"14","DEN Nuggets","POR Trail Blazers","Winning Margin - 2nd Quarter","To Win By 13-15",NA,"+1400","DEN Nuggets - POR Trail Blazers"
"15","DEN Nuggets","POR Trail Blazers","Winning Margin - 2nd Quarter","To Win By 16+",NA,"+1700","DEN Nuggets - POR Trail Blazers"
"16","DEN Nuggets","POR Trail Blazers","Jamal Murray v Damian Lillard - Points Spread","Jamal Murray","+12.5","-125","DEN Nuggets - POR Trail Blazers"
"17","DEN Nuggets","POR Trail Blazers","Jamal Murray v Damian Lillard - Points Spread","Damian Lillard","-12.5","-110","DEN Nuggets - POR Trail Blazers"
"18","DEN Nuggets","POR Trail Blazers","Nikola Jokic v Damian Lillard - Field Goals Made Spread","Nikola Jokic","+0.5","-130","DEN Nuggets - POR Trail Blazers"
"19","DEN Nuggets","POR Trail Blazers","Nikola Jokic v Damian Lillard - Field Goals Made Spread","Damian Lillard","-0.5","-105","DEN Nuggets - POR Trail Blazers"
"20","DEN Nuggets","POR Trail Blazers","Jamal Murray Steals","Over","0.5","-195","DEN Nuggets - POR Trail Blazers"
"21","DEN Nuggets","POR Trail Blazers","Jamal Murray Steals","Under","0.5","+160","DEN Nuggets - POR Trail Blazers"
"22","DEN Nuggets","POR Trail Blazers","Race to 30 Points - 2nd Quarter","POR Trail Blazers",NA,"+215","DEN Nuggets - POR Trail Blazers"
"23","DEN Nuggets","POR Trail Blazers","Race to 30 Points - 2nd Quarter","Neither",NA,"+190","DEN Nuggets - POR Trail Blazers"
"24","DEN Nuggets","POR Trail Blazers","Race to 30 Points - 2nd Quarter","DEN Nuggets",NA,"+135","DEN Nuggets - POR Trail Blazers"
"25","DEN Nuggets","POR Trail Blazers","Nikola Jokic Triple-Double","Yes",NA,"+175","DEN Nuggets - POR Trail Blazers"
"26","DEN Nuggets","POR Trail Blazers","Nikola Jokic Triple-Double","No",NA,"-215","DEN Nuggets - POR Trail Blazers"
"27","DEN Nuggets","POR Trail Blazers","Jusuf Nurkic Points + Assists","Over","17.5","-125","DEN Nuggets - POR Trail Blazers"
"28","DEN Nuggets","POR Trail Blazers","Jusuf Nurkic Points + Assists","Under","17.5","-105","DEN Nuggets - POR Trail Blazers"
"29","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 1",NA,"+1700","DEN Nuggets - POR Trail Blazers"
"30","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 2",NA,"+1800","DEN Nuggets - POR Trail Blazers"
"31","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 3",NA,"+1800","DEN Nuggets - POR Trail Blazers"
"32","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 4",NA,"+2000","DEN Nuggets - POR Trail Blazers"
"33","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 5",NA,"+2500","DEN Nuggets - POR Trail Blazers"
"34","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 6",NA,"+2500","DEN Nuggets - POR Trail Blazers"
"35","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 7",NA,"+2500","DEN Nuggets - POR Trail Blazers"
"36","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 8",NA,"+2800","DEN Nuggets - POR Trail Blazers"
"37","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 9",NA,"+3500","DEN Nuggets - POR Trail Blazers"
"38","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 10",NA,"+3500","DEN Nuggets - POR Trail Blazers"
"39","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 11",NA,"+4500","DEN Nuggets - POR Trail Blazers"
"40","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 12",NA,"+5000","DEN Nuggets - POR Trail Blazers"
"41","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 13",NA,"+5500","DEN Nuggets - POR Trail Blazers"
"42","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 14+",NA,"+2500","DEN Nuggets - POR Trail Blazers"
"43","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","Tie",NA,"+1500","DEN Nuggets - POR Trail Blazers"
"44","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 1",NA,"+1600","DEN Nuggets - POR Trail Blazers"
"45","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 2",NA,"+1600","DEN Nuggets - POR Trail Blazers"
"46","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 3",NA,"+1600","DEN Nuggets - POR Trail Blazers"
"47","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 4",NA,"+1600","DEN Nuggets - POR Trail Blazers"
"48","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 5",NA,"+1600","DEN Nuggets - POR Trail Blazers"
"49","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 6",NA,"+1700","DEN Nuggets - POR Trail Blazers"
"50","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 7",NA,"+1800","DEN Nuggets - POR Trail Blazers"
"51","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 8",NA,"+2000","DEN Nuggets - POR Trail Blazers"
"52","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 9",NA,"+2000","DEN Nuggets - POR Trail Blazers"
"53","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 10",NA,"+2200","DEN Nuggets - POR Trail Blazers"
"54","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 11",NA,"+2500","DEN Nuggets - POR Trail Blazers"
"55","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 12",NA,"+2500","DEN Nuggets - POR Trail Blazers"
"56","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 13",NA,"+3000","DEN Nuggets - POR Trail Blazers"
"57","DEN Nuggets","POR Trail Blazers","Winning Margin - 3rd Quarter (Exact)","To Win By 14+",NA,"+850","DEN Nuggets - POR Trail Blazers"
"58","DEN Nuggets","POR Trail Blazers","Aaron Gordon Points + Assists + Rebounds","Over","26.5","-115","DEN Nuggets - POR Trail Blazers"
"59","DEN Nuggets","POR Trail Blazers","Aaron Gordon Points + Assists + Rebounds","Under","26.5","-115","DEN Nuggets - POR Trail Blazers"
"60","DEN Nuggets","POR Trail Blazers","Jamal Murray v Damian Lillard - Field Goals Made Moneyline","Jamal Murray",NA,"+290","DEN Nuggets - POR Trail Blazers"
"61","DEN Nuggets","POR Trail Blazers","Jamal Murray v Damian Lillard - Field Goals Made Moneyline","Damian Lillard",NA,"-450","DEN Nuggets - POR Trail Blazers"
"62","DEN Nuggets","POR Trail Blazers","Jamal Murray v Damian Lillard - Three Pointers Made Moneyline","Jamal Murray",NA,"+330","DEN Nuggets - POR Trail Blazers"
