"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","BKN Nets","NY Knicks","Total 1st Quarter","Over","57.5","-105","BKN Nets - NY Knicks"
"2","BKN Nets","NY Knicks","Total 1st Quarter","Under","57.5","-115","BKN Nets - NY Knicks"
"3","BKN Nets","NY Knicks","Moneyline 1st Quarter","NY Knicks",NA,"-110","BKN Nets - NY Knicks"
"4","BKN Nets","NY Knicks","Moneyline 1st Quarter","BKN Nets",NA,"-110","BKN Nets - NY Knicks"
"5","BKN Nets","NY Knicks","Moneyline 1st Half","NY Knicks",NA,"-110","BKN Nets - NY Knicks"
"6","BKN Nets","NY Knicks","Moneyline 1st Half","BKN Nets",NA,"-110","BKN Nets - NY Knicks"
"7","BKN Nets","NY Knicks","Spread 1st Quarter","NY Knicks","+0.5","-120","BKN Nets - NY Knicks"
"8","BKN Nets","NY Knicks","Spread 1st Quarter","BKN Nets","-0.5","+100","BKN Nets - NY Knicks"
"9","BKN Nets","NY Knicks","Spread","NY Knicks","+1","-115","BKN Nets - NY Knicks"
"10","BKN Nets","NY Knicks","Spread","BKN Nets","-1","-105","BKN Nets - NY Knicks"
"11","BKN Nets","NY Knicks","Total 1st Half","Over","114.5","-110","BKN Nets - NY Knicks"
"12","BKN Nets","NY Knicks","Total 1st Half","Under","114.5","-110","BKN Nets - NY Knicks"
"13","BKN Nets","NY Knicks","Moneyline","NY Knicks",NA,"-110","BKN Nets - NY Knicks"
"14","BKN Nets","NY Knicks","Moneyline","BKN Nets",NA,"-110","BKN Nets - NY Knicks"
"15","BKN Nets","NY Knicks","Total","Over","222.5","-110","BKN Nets - NY Knicks"
"16","BKN Nets","NY Knicks","Total","Under","222.5","-110","BKN Nets - NY Knicks"
"17","BKN Nets","NY Knicks","Spread 1st Half","NY Knicks","+0.5","-120","BKN Nets - NY Knicks"
"18","BKN Nets","NY Knicks","Spread 1st Half","BKN Nets","-0.5","+100","BKN Nets - NY Knicks"
"19","UTA Jazz","DAL Mavericks","Spread 1st Quarter","DAL Mavericks","+2.5","-115","UTA Jazz - DAL Mavericks"
"20","UTA Jazz","DAL Mavericks","Spread 1st Quarter","UTA Jazz","-2.5","-105","UTA Jazz - DAL Mavericks"
"21","UTA Jazz","DAL Mavericks","Moneyline","DAL Mavericks",NA,"+250","UTA Jazz - DAL Mavericks"
"22","UTA Jazz","DAL Mavericks","Moneyline","UTA Jazz",NA,"-300","UTA Jazz - DAL Mavericks"
"23","UTA Jazz","DAL Mavericks","Moneyline 1st Quarter","DAL Mavericks",NA,"+155","UTA Jazz - DAL Mavericks"
"24","UTA Jazz","DAL Mavericks","Moneyline 1st Quarter","UTA Jazz",NA,"-180","UTA Jazz - DAL Mavericks"
"25","UTA Jazz","DAL Mavericks","Total 1st Half","Over","114.5","-110","UTA Jazz - DAL Mavericks"
"26","UTA Jazz","DAL Mavericks","Total 1st Half","Under","114.5","-110","UTA Jazz - DAL Mavericks"
"27","UTA Jazz","DAL Mavericks","Total 1st Quarter","Over","57.5","-105","UTA Jazz - DAL Mavericks"
"28","UTA Jazz","DAL Mavericks","Total 1st Quarter","Under","57.5","-115","UTA Jazz - DAL Mavericks"
"29","UTA Jazz","DAL Mavericks","Spread","DAL Mavericks","+7.5","-110","UTA Jazz - DAL Mavericks"
"30","UTA Jazz","DAL Mavericks","Spread","UTA Jazz","-7.5","-110","UTA Jazz - DAL Mavericks"
"31","UTA Jazz","DAL Mavericks","Spread 1st Half","DAL Mavericks","+4","-105","UTA Jazz - DAL Mavericks"
"32","UTA Jazz","DAL Mavericks","Spread 1st Half","UTA Jazz","-4","-115","UTA Jazz - DAL Mavericks"
"33","UTA Jazz","DAL Mavericks","Moneyline 1st Half","DAL Mavericks",NA,"+185","UTA Jazz - DAL Mavericks"
"34","UTA Jazz","DAL Mavericks","Moneyline 1st Half","UTA Jazz",NA,"-215","UTA Jazz - DAL Mavericks"
"35","UTA Jazz","DAL Mavericks","Total","Over","224","-110","UTA Jazz - DAL Mavericks"
"36","UTA Jazz","DAL Mavericks","Total","Under","224","-110","UTA Jazz - DAL Mavericks"
"37","SA Spurs","PHO Suns","Moneyline 1st Quarter","PHO Suns",NA,"-145","SA Spurs - PHO Suns"
"38","SA Spurs","PHO Suns","Moneyline 1st Quarter","SA Spurs",NA,"+125","SA Spurs - PHO Suns"
"39","SA Spurs","PHO Suns","Spread","PHO Suns","-5","-110","SA Spurs - PHO Suns"
"40","SA Spurs","PHO Suns","Spread","SA Spurs","+5","-110","SA Spurs - PHO Suns"
"41","SA Spurs","PHO Suns","Moneyline 1st Half","PHO Suns",NA,"-165","SA Spurs - PHO Suns"
"42","SA Spurs","PHO Suns","Moneyline 1st Half","SA Spurs",NA,"+140","SA Spurs - PHO Suns"
"43","SA Spurs","PHO Suns","Spread 1st Half","PHO Suns","-2.5","-110","SA Spurs - PHO Suns"
"44","SA Spurs","PHO Suns","Spread 1st Half","SA Spurs","+2.5","-110","SA Spurs - PHO Suns"
"45","SA Spurs","PHO Suns","Spread 1st Quarter","PHO Suns","-1.5","-110","SA Spurs - PHO Suns"
"46","SA Spurs","PHO Suns","Spread 1st Quarter","SA Spurs","+1.5","-110","SA Spurs - PHO Suns"
"47","SA Spurs","PHO Suns","Total 1st Quarter","Over","56.5","-115","SA Spurs - PHO Suns"
"48","SA Spurs","PHO Suns","Total 1st Quarter","Under","56.5","-105","SA Spurs - PHO Suns"
"49","SA Spurs","PHO Suns","Total 1st Half","Over","113.5","-115","SA Spurs - PHO Suns"
"50","SA Spurs","PHO Suns","Total 1st Half","Under","113.5","-105","SA Spurs - PHO Suns"
"51","SA Spurs","PHO Suns","Moneyline","PHO Suns",NA,"-200","SA Spurs - PHO Suns"
"52","SA Spurs","PHO Suns","Moneyline","SA Spurs",NA,"+170","SA Spurs - PHO Suns"
"53","SA Spurs","PHO Suns","Total","Over","231","-110","SA Spurs - PHO Suns"
"54","SA Spurs","PHO Suns","Total","Under","231","-110","SA Spurs - PHO Suns"
"55","NO Pelicans","WAS Wizards","Moneyline","WAS Wizards",NA,"+165","NO Pelicans - WAS Wizards"
"56","NO Pelicans","WAS Wizards","Moneyline","NO Pelicans",NA,"-195","NO Pelicans - WAS Wizards"
"57","NO Pelicans","WAS Wizards","Spread 1st Quarter","WAS Wizards","+2","-115","NO Pelicans - WAS Wizards"
"58","NO Pelicans","WAS Wizards","Spread 1st Quarter","NO Pelicans","-2","-105","NO Pelicans - WAS Wizards"
"59","NO Pelicans","WAS Wizards","Moneyline 1st Half","WAS Wizards",NA,"+145","NO Pelicans - WAS Wizards"
"60","NO Pelicans","WAS Wizards","Moneyline 1st Half","NO Pelicans",NA,"-170","NO Pelicans - WAS Wizards"
"61","NO Pelicans","WAS Wizards","Moneyline 1st Quarter","WAS Wizards",NA,"+135","NO Pelicans - WAS Wizards"
"62","NO Pelicans","WAS Wizards","Moneyline 1st Quarter","NO Pelicans",NA,"-155","NO Pelicans - WAS Wizards"
"63","NO Pelicans","WAS Wizards","Total 1st Half","Over","112","-115","NO Pelicans - WAS Wizards"
"64","NO Pelicans","WAS Wizards","Total 1st Half","Under","112","-105","NO Pelicans - WAS Wizards"
"65","NO Pelicans","WAS Wizards","Spread","WAS Wizards","+4.5","-105","NO Pelicans - WAS Wizards"
"66","NO Pelicans","WAS Wizards","Spread","NO Pelicans","-4.5","-115","NO Pelicans - WAS Wizards"
"67","NO Pelicans","WAS Wizards","Total","Over","229.5","-110","NO Pelicans - WAS Wizards"
"68","NO Pelicans","WAS Wizards","Total","Under","229.5","-110","NO Pelicans - WAS Wizards"
"69","NO Pelicans","WAS Wizards","Spread 1st Half","WAS Wizards","+2.5","-105","NO Pelicans - WAS Wizards"
"70","NO Pelicans","WAS Wizards","Spread 1st Half","NO Pelicans","-2.5","-115","NO Pelicans - WAS Wizards"
"71","NO Pelicans","WAS Wizards","Total 1st Quarter","Over","56.5","+100","NO Pelicans - WAS Wizards"
"72","NO Pelicans","WAS Wizards","Total 1st Quarter","Under","56.5","-120","NO Pelicans - WAS Wizards"
"73","ATL Hawks","LA Clippers","Total","Over","232","-110","ATL Hawks - LA Clippers"
"74","ATL Hawks","LA Clippers","Total","Under","232","-110","ATL Hawks - LA Clippers"
"75","ATL Hawks","LA Clippers","Spread 1st Quarter","LA Clippers","-0.5","+100","ATL Hawks - LA Clippers"
"76","ATL Hawks","LA Clippers","Spread 1st Quarter","ATL Hawks","+0.5","-120","ATL Hawks - LA Clippers"
"77","ATL Hawks","LA Clippers","Moneyline 1st Quarter","LA Clippers",NA,"-110","ATL Hawks - LA Clippers"
"78","ATL Hawks","LA Clippers","Moneyline 1st Quarter","ATL Hawks",NA,"-110","ATL Hawks - LA Clippers"
"79","ATL Hawks","LA Clippers","Moneyline 1st Half","LA Clippers",NA,"-105","ATL Hawks - LA Clippers"
"80","ATL Hawks","LA Clippers","Moneyline 1st Half","ATL Hawks",NA,"-115","ATL Hawks - LA Clippers"
"81","ATL Hawks","LA Clippers","Spread 1st Half","LA Clippers","+0.5","-115","ATL Hawks - LA Clippers"
"82","ATL Hawks","LA Clippers","Spread 1st Half","ATL Hawks","-0.5","-105","ATL Hawks - LA Clippers"
"83","ATL Hawks","LA Clippers","Total 1st Half","Over","113.5","-110","ATL Hawks - LA Clippers"
"84","ATL Hawks","LA Clippers","Total 1st Half","Under","113.5","-110","ATL Hawks - LA Clippers"
"85","ATL Hawks","LA Clippers","Spread","LA Clippers","+1","-115","ATL Hawks - LA Clippers"
"86","ATL Hawks","LA Clippers","Spread","ATL Hawks","-1","-105","ATL Hawks - LA Clippers"
"87","ATL Hawks","LA Clippers","Moneyline","LA Clippers",NA,"-110","ATL Hawks - LA Clippers"
"88","ATL Hawks","LA Clippers","Moneyline","ATL Hawks",NA,"-110","ATL Hawks - LA Clippers"
"89","ATL Hawks","LA Clippers","Total 1st Quarter","Over","56.5","-110","ATL Hawks - LA Clippers"
"90","ATL Hawks","LA Clippers","Total 1st Quarter","Under","56.5","-110","ATL Hawks - LA Clippers"
"91","BOS Celtics","LA Lakers","Spread 1st Quarter","LA Lakers","+3","-115","BOS Celtics - LA Lakers"
"92","BOS Celtics","LA Lakers","Spread 1st Quarter","BOS Celtics","-3","-105","BOS Celtics - LA Lakers"
"93","BOS Celtics","LA Lakers","Moneyline","LA Lakers",NA,"+285","BOS Celtics - LA Lakers"
"94","BOS Celtics","LA Lakers","Moneyline","BOS Celtics",NA,"-345","BOS Celtics - LA Lakers"
"95","BOS Celtics","LA Lakers","Total","Over","234","-110","BOS Celtics - LA Lakers"
"96","BOS Celtics","LA Lakers","Total","Under","234","-110","BOS Celtics - LA Lakers"
"97","BOS Celtics","LA Lakers","Moneyline 1st Half","LA Lakers",NA,"+205","BOS Celtics - LA Lakers"
"98","BOS Celtics","LA Lakers","Moneyline 1st Half","BOS Celtics",NA,"-245","BOS Celtics - LA Lakers"
"99","BOS Celtics","LA Lakers","Spread 1st Half","LA Lakers","+4.5","-105","BOS Celtics - LA Lakers"
"100","BOS Celtics","LA Lakers","Spread 1st Half","BOS Celtics","-4.5","-115","BOS Celtics - LA Lakers"
"101","BOS Celtics","LA Lakers","Total 1st Half","Over","114.5","-105","BOS Celtics - LA Lakers"
"102","BOS Celtics","LA Lakers","Total 1st Half","Under","114.5","-115","BOS Celtics - LA Lakers"
"103","BOS Celtics","LA Lakers","Moneyline 1st Quarter","LA Lakers",NA,"+170","BOS Celtics - LA Lakers"
"104","BOS Celtics","LA Lakers","Moneyline 1st Quarter","BOS Celtics",NA,"-200","BOS Celtics - LA Lakers"
"105","BOS Celtics","LA Lakers","Total 1st Quarter","Over","57.5","-105","BOS Celtics - LA Lakers"
"106","BOS Celtics","LA Lakers","Total 1st Quarter","Under","57.5","-115","BOS Celtics - LA Lakers"
"107","BOS Celtics","LA Lakers","Spread","LA Lakers","+8.5","-110","BOS Celtics - LA Lakers"
"108","BOS Celtics","LA Lakers","Spread","BOS Celtics","-8.5","-110","BOS Celtics - LA Lakers"
"109","PHI 76ers","DEN Nuggets","Total 2nd Half","Over","115.5","-115","PHI 76ers - DEN Nuggets"
"110","PHI 76ers","DEN Nuggets","Total 2nd Half","Under","115.5","-115","PHI 76ers - DEN Nuggets"
"111","PHI 76ers","DEN Nuggets","Total","Over","246.5","-120","PHI 76ers - DEN Nuggets"
"112","PHI 76ers","DEN Nuggets","Total","Under","246.5","-110","PHI 76ers - DEN Nuggets"
"113","PHI 76ers","DEN Nuggets","Moneyline","DEN Nuggets",NA,"-305","PHI 76ers - DEN Nuggets"
"114","PHI 76ers","DEN Nuggets","Moneyline","PHI 76ers",NA,"+240","PHI 76ers - DEN Nuggets"
"115","PHI 76ers","DEN Nuggets","Total 3rd Quarter","Over","60.5","-115","PHI 76ers - DEN Nuggets"
"116","PHI 76ers","DEN Nuggets","Total 3rd Quarter","Under","60.5","-115","PHI 76ers - DEN Nuggets"
"117","PHI 76ers","DEN Nuggets","Spread","DEN Nuggets","-6.5","-110","PHI 76ers - DEN Nuggets"
"118","PHI 76ers","DEN Nuggets","Spread","PHI 76ers","+6.5","-120","PHI 76ers - DEN Nuggets"
"119","PHI 76ers","DEN Nuggets","Spread 2nd Half","DEN Nuggets","+8.5","-115","PHI 76ers - DEN Nuggets"
"120","PHI 76ers","DEN Nuggets","Spread 2nd Half","PHI 76ers","-8.5","-115","PHI 76ers - DEN Nuggets"
"121","PHI 76ers","DEN Nuggets","Spread 3rd Quarter","DEN Nuggets","+6.5","-105","PHI 76ers - DEN Nuggets"
"122","PHI 76ers","DEN Nuggets","Spread 3rd Quarter","PHI 76ers","-6.5","-125","PHI 76ers - DEN Nuggets"
"123","PHI 76ers","DEN Nuggets","Moneyline 2nd Half","DEN Nuggets",NA,"+490","PHI 76ers - DEN Nuggets"
"124","PHI 76ers","DEN Nuggets","Moneyline 2nd Half","PHI 76ers",NA,"-725","PHI 76ers - DEN Nuggets"
"125","CHA Hornets","MIA Heat","Moneyline","MIA Heat",NA,"-240","CHA Hornets - MIA Heat"
"126","CHA Hornets","MIA Heat","Moneyline","CHA Hornets",NA,"+200","CHA Hornets - MIA Heat"
"127","CHA Hornets","MIA Heat","Spread","MIA Heat","-6","-110","CHA Hornets - MIA Heat"
"128","CHA Hornets","MIA Heat","Spread","CHA Hornets","+6","-110","CHA Hornets - MIA Heat"
"129","POR Trail Blazers","TOR Raptors","Spread 1st Half","TOR Raptors","+2.5","-105","POR Trail Blazers - TOR Raptors"
"130","POR Trail Blazers","TOR Raptors","Spread 1st Half","POR Trail Blazers","-2.5","-115","POR Trail Blazers - TOR Raptors"
"131","POR Trail Blazers","TOR Raptors","Total 1st Quarter","Over","59.5","-110","POR Trail Blazers - TOR Raptors"
"132","POR Trail Blazers","TOR Raptors","Total 1st Quarter","Under","59.5","-110","POR Trail Blazers - TOR Raptors"
"133","POR Trail Blazers","TOR Raptors","Spread 1st Quarter","TOR Raptors","+1.5","-105","POR Trail Blazers - TOR Raptors"
"134","POR Trail Blazers","TOR Raptors","Spread 1st Quarter","POR Trail Blazers","-1.5","-115","POR Trail Blazers - TOR Raptors"
"135","POR Trail Blazers","TOR Raptors","Moneyline 1st Half","TOR Raptors",NA,"+145","POR Trail Blazers - TOR Raptors"
"136","POR Trail Blazers","TOR Raptors","Moneyline 1st Half","POR Trail Blazers",NA,"-170","POR Trail Blazers - TOR Raptors"
"137","POR Trail Blazers","TOR Raptors","Total 1st Half","Over","118.5","-115","POR Trail Blazers - TOR Raptors"
"138","POR Trail Blazers","TOR Raptors","Total 1st Half","Under","118.5","-105","POR Trail Blazers - TOR Raptors"
"139","POR Trail Blazers","TOR Raptors","Moneyline","TOR Raptors",NA,"+170","POR Trail Blazers - TOR Raptors"
"140","POR Trail Blazers","TOR Raptors","Moneyline","POR Trail Blazers",NA,"-200","POR Trail Blazers - TOR Raptors"
"141","POR Trail Blazers","TOR Raptors","Total","Over","231","-110","POR Trail Blazers - TOR Raptors"
"142","POR Trail Blazers","TOR Raptors","Total","Under","231","-110","POR Trail Blazers - TOR Raptors"
"143","POR Trail Blazers","TOR Raptors","Spread","TOR Raptors","+5","-105","POR Trail Blazers - TOR Raptors"
"144","POR Trail Blazers","TOR Raptors","Spread","POR Trail Blazers","-5","-115","POR Trail Blazers - TOR Raptors"
"145","POR Trail Blazers","TOR Raptors","Moneyline 1st Quarter","TOR Raptors",NA,"+135","POR Trail Blazers - TOR Raptors"
"146","POR Trail Blazers","TOR Raptors","Moneyline 1st Quarter","POR Trail Blazers",NA,"-155","POR Trail Blazers - TOR Raptors"
"147","MIN Timberwolves","SAC Kings","Total 1st Half","Over","122","-115","MIN Timberwolves - SAC Kings"
"148","MIN Timberwolves","SAC Kings","Total 1st Half","Under","122","-105","MIN Timberwolves - SAC Kings"
"149","MIN Timberwolves","SAC Kings","Spread 1st Half","SAC Kings","-1.5","-110","MIN Timberwolves - SAC Kings"
"150","MIN Timberwolves","SAC Kings","Spread 1st Half","MIN Timberwolves","+1.5","-110","MIN Timberwolves - SAC Kings"
"151","MIN Timberwolves","SAC Kings","Moneyline","SAC Kings",NA,"-150","MIN Timberwolves - SAC Kings"
"152","MIN Timberwolves","SAC Kings","Moneyline","MIN Timberwolves",NA,"+130","MIN Timberwolves - SAC Kings"
"153","MIN Timberwolves","SAC Kings","Spread","SAC Kings","-3","-110","MIN Timberwolves - SAC Kings"
"154","MIN Timberwolves","SAC Kings","Spread","MIN Timberwolves","+3","-110","MIN Timberwolves - SAC Kings"
"155","MIN Timberwolves","SAC Kings","Total 1st Quarter","Over","61.5","-110","MIN Timberwolves - SAC Kings"
"156","MIN Timberwolves","SAC Kings","Total 1st Quarter","Under","61.5","-110","MIN Timberwolves - SAC Kings"
