"","Home","Away","Bet","Outcome","Line","Odds","Matchup"
"1","BKN Nets","TOR Raptors","Pascal Siakam Points + Assists + Rebounds","Over","35.5","-145","BKN Nets - TOR Raptors"
"2","BKN Nets","TOR Raptors","Pascal Siakam Points + Assists + Rebounds","Under","35.5","+115","BKN Nets - TOR Raptors"
"3","BKN Nets","TOR Raptors","Pascal Siakam Assists - 1st Quarter","Over","1.5","+105","BKN Nets - TOR Raptors"
"4","BKN Nets","TOR Raptors","Pascal Siakam Assists - 1st Quarter","Under","1.5","-140","BKN Nets - TOR Raptors"
"5","BKN Nets","TOR Raptors","Kevin Durant Rebounds","Over","6.5","-150","BKN Nets - TOR Raptors"
"6","BKN Nets","TOR Raptors","Kevin Durant Rebounds","Under","6.5","+120","BKN Nets - TOR Raptors"
"7","BKN Nets","TOR Raptors","Kevin Durant v Pascal Siakam - Field Goals Made Moneyline","Pascal Siakam",NA,"+130","BKN Nets - TOR Raptors"
"8","BKN Nets","TOR Raptors","Kevin Durant v Pascal Siakam - Field Goals Made Moneyline","Kevin Durant",NA,"-175","BKN Nets - TOR Raptors"
"9","BKN Nets","TOR Raptors","Joe Harris Rebounds","Over","3.5","-150","BKN Nets - TOR Raptors"
"10","BKN Nets","TOR Raptors","Joe Harris Rebounds","Under","3.5","+120","BKN Nets - TOR Raptors"
"11","BKN Nets","TOR Raptors","OG Anunoby Steals","Over","1.5","-120","BKN Nets - TOR Raptors"
"12","BKN Nets","TOR Raptors","OG Anunoby Steals","Under","1.5","-110","BKN Nets - TOR Raptors"
"13","BKN Nets","TOR Raptors","Kevin Durant v Pascal Siakam - Three Pointers Made Moneyline","Pascal Siakam",NA,"+160","BKN Nets - TOR Raptors"
"14","BKN Nets","TOR Raptors","Kevin Durant v Pascal Siakam - Three Pointers Made Moneyline","Kevin Durant",NA,"-215","BKN Nets - TOR Raptors"
"15","BKN Nets","TOR Raptors","Royce O'Neale Rebounds - 1st Quarter","Over","1.5","+110","BKN Nets - TOR Raptors"
