"","Home","Away","Bet","Outcome","Line","Matchup"
"1","SA Spurs","CHA Hornets","Race to 25 Points - 1st Quarter","CHA Hornets","-115","SA Spurs - CHA Hornets"
"2","SA Spurs","CHA Hornets","Race to 25 Points - 1st Quarter","Neither","+1200","SA Spurs - CHA Hornets"
"3","SA Spurs","CHA Hornets","Race to 25 Points - 1st Quarter","SA Spurs","+115","SA Spurs - CHA Hornets"
"4","SA Spurs","CHA Hornets","Race to 5 Points - 1st Quarter","CHA Hornets","-125","SA Spurs - CHA Hornets"
"5","SA Spurs","CHA Hornets","Race to 5 Points - 1st Quarter","SA Spurs","+100","SA Spurs - CHA Hornets"
"6","SA Spurs","CHA Hornets","Race to 15 Points - 4th Quarter","CHA Hornets","-120","SA Spurs - CHA Hornets"
"7","SA Spurs","CHA Hornets","Race to 15 Points - 4th Quarter","Neither","+10000","SA Spurs - CHA Hornets"
"8","SA Spurs","CHA Hornets","Race to 15 Points - 4th Quarter","SA Spurs","-105","SA Spurs - CHA Hornets"
"9","SA Spurs","CHA Hornets","Race to 10 Points - 2nd Quarter","CHA Hornets","-125","SA Spurs - CHA Hornets"
"10","SA Spurs","CHA Hornets","Race to 10 Points - 2nd Quarter","SA Spurs","+100","SA Spurs - CHA Hornets"
"11","SA Spurs","CHA Hornets","Race to 5 Points - 4th Quarter","CHA Hornets","-120","SA Spurs - CHA Hornets"
"12","SA Spurs","CHA Hornets","Race to 5 Points - 4th Quarter","SA Spurs","-105","SA Spurs - CHA Hornets"
"13","SA Spurs","CHA Hornets","Race to 10 Points - 4th Quarter","CHA Hornets","-120","SA Spurs - CHA Hornets"
"14","SA Spurs","CHA Hornets","Race to 10 Points - 4th Quarter","SA Spurs","-105","SA Spurs - CHA Hornets"
"15","SA Spurs","CHA Hornets","Race to 15 Points - 1st Quarter","CHA Hornets","-125","SA Spurs - CHA Hornets"
"16","SA Spurs","CHA Hornets","Race to 15 Points - 1st Quarter","Neither","+10000","SA Spurs - CHA Hornets"
"17","SA Spurs","CHA Hornets","Race to 15 Points - 1st Quarter","SA Spurs","+100","SA Spurs - CHA Hornets"
"18","SA Spurs","CHA Hornets","Race to 10 Points - 3rd Quarter","CHA Hornets","-125","SA Spurs - CHA Hornets"
"19","SA Spurs","CHA Hornets","Race to 10 Points - 3rd Quarter","SA Spurs","+100","SA Spurs - CHA Hornets"
"20","SA Spurs","CHA Hornets","Race to 30 Points - 4th Quarter","CHA Hornets","+180","SA Spurs - CHA Hornets"
"21","SA Spurs","CHA Hornets","Race to 30 Points - 4th Quarter","Neither","+140","SA Spurs - CHA Hornets"
"22","SA Spurs","CHA Hornets","Race to 30 Points - 4th Quarter","SA Spurs","+210","SA Spurs - CHA Hornets"
"23","SA Spurs","CHA Hornets","Race to 25 Points - 4th Quarter","CHA Hornets","+100","SA Spurs - CHA Hornets"
"24","SA Spurs","CHA Hornets","Race to 25 Points - 4th Quarter","Neither","+750","SA Spurs - CHA Hornets"
"25","SA Spurs","CHA Hornets","Race to 25 Points - 4th Quarter","SA Spurs","+115","SA Spurs - CHA Hornets"
"26","SA Spurs","CHA Hornets","Race to 20 Points - 3rd Quarter","CHA Hornets","-120","SA Spurs - CHA Hornets"
"27","SA Spurs","CHA Hornets","Race to 20 Points - 3rd Quarter","Neither","+5500","SA Spurs - CHA Hornets"
"28","SA Spurs","CHA Hornets","Race to 20 Points - 3rd Quarter","SA Spurs","+100","SA Spurs - CHA Hornets"
"29","SA Spurs","CHA Hornets","Race to 15 Points - 3rd Quarter","CHA Hornets","-125","SA Spurs - CHA Hornets"
"30","SA Spurs","CHA Hornets","Race to 15 Points - 3rd Quarter","Neither","+10000","SA Spurs - CHA Hornets"
"31","SA Spurs","CHA Hornets","Race to 15 Points - 3rd Quarter","SA Spurs","+100","SA Spurs - CHA Hornets"
"32","SA Spurs","CHA Hornets","Race to 10 Points - 1st Quarter","CHA Hornets","-120","SA Spurs - CHA Hornets"
"33","SA Spurs","CHA Hornets","Race to 10 Points - 1st Quarter","SA Spurs","-105","SA Spurs - CHA Hornets"
"34","SA Spurs","CHA Hornets","Race to 20 Points - 2nd Quarter","CHA Hornets","-125","SA Spurs - CHA Hornets"
"35","SA Spurs","CHA Hornets","Race to 20 Points - 2nd Quarter","Neither","+6500","SA Spurs - CHA Hornets"
"36","SA Spurs","CHA Hornets","Race to 20 Points - 2nd Quarter","SA Spurs","+105","SA Spurs - CHA Hornets"
"37","SA Spurs","CHA Hornets","Race to 30 Points - 2nd Quarter","CHA Hornets","+155","SA Spurs - CHA Hornets"
"38","SA Spurs","CHA Hornets","Race to 30 Points - 2nd Quarter","Neither","+185","SA Spurs - CHA Hornets"
"39","SA Spurs","CHA Hornets","Race to 30 Points - 2nd Quarter","SA Spurs","+200","SA Spurs - CHA Hornets"
"40","SA Spurs","CHA Hornets","Race to 5 Points - 2nd Quarter","CHA Hornets","-125","SA Spurs - CHA Hornets"
"41","SA Spurs","CHA Hornets","Race to 5 Points - 2nd Quarter","SA Spurs","+100","SA Spurs - CHA Hornets"
"42","SA Spurs","CHA Hornets","Race to 25 Points - 2nd Quarter","CHA Hornets","-110","SA Spurs - CHA Hornets"
"43","SA Spurs","CHA Hornets","Race to 25 Points - 2nd Quarter","Neither","+1000","SA Spurs - CHA Hornets"
"44","SA Spurs","CHA Hornets","Race to 25 Points - 2nd Quarter","SA Spurs","+120","SA Spurs - CHA Hornets"
"45","SA Spurs","CHA Hornets","Race to 20 Points - 4th Quarter","CHA Hornets","-120","SA Spurs - CHA Hornets"
"46","SA Spurs","CHA Hornets","Race to 20 Points - 4th Quarter","Neither","+5500","SA Spurs - CHA Hornets"
"47","SA Spurs","CHA Hornets","Race to 20 Points - 4th Quarter","SA Spurs","+100","SA Spurs - CHA Hornets"
"48","SA Spurs","CHA Hornets","Race to 25 Points - 3rd Quarter","CHA Hornets","-105","SA Spurs - CHA Hornets"
"49","SA Spurs","CHA Hornets","Race to 25 Points - 3rd Quarter","Neither","+900","SA Spurs - CHA Hornets"
"50","SA Spurs","CHA Hornets","Race to 25 Points - 3rd Quarter","SA Spurs","+120","SA Spurs - CHA Hornets"
